Garment,Fabric_Type,Fabric_m,Price_per_m,Material_Cost_ZAR,Total_Cost_ZAR
Trousers,Nylon,0.7,38,26.6,87.83
Trousers,Nylon,3.3,85,280.5,283.12
Trousers,Polyester,0.8,36,28.8,87.88
Trousers,Polyester,3.5,80,280.0,341.87
Trousers,Silk,1.0,125,125.0,249.33
Trousers,Silk,3.9,195,760.5,906.82
Trousers,Wool,0.9,165,148.5,187.35
Trousers,Wool,3.8,240,912.0,900.93
Jacket,Cotton,1.5,52,78.0,122.8
Jacket,Cotton,4.7,115,540.5,672.14
Jacket,Denim,1.6,75,120.0,85.27
Jacket,Denim,4.7,135,634.5,678.27
Jacket,Nylon,1.3,45,58.5,168.44
Jacket,Nylon,4.5,90,405.0,423.33
Jacket,Polyester,1.4,42,58.8,122.28
Jacket,Polyester,4.6,88,404.8,387.56
Jacket,Silk,1.7,135,229.5,330.11
Jacket,Silk,4.9,198,970.2,959.45
Jacket,Wool,1.6,175,280.0,433.18
Jacket,Wool,4.8,248,1190.4,1312.53
Blouse,Cotton,0.4,42,16.8,50.0
Blouse,Cotton,2.7,102,275.4,308.25
Blouse,Denim,0.6,70,42.0,50.0
Blouse,Denim,2.9,128,371.2,385.14
Blouse,Nylon,0.3,30,9.0,119.7
Blouse,Nylon,2.4,75,180.0,174.6
Blouse,Polyester,0.4,30,12.0,50.0
Blouse,Polyester,2.5,72,180.0,178.23
Blouse,Silk,0.5,120,60.0,181.64
Blouse,Silk,2.8,185,518.0,612.23
Blouse,Wool,0.6,165,99.0,140.53
Blouse,Wool,2.9,220,638.0,757.34
Dress,Cotton,1.4,45,63.0,113.74
Dress,Cotton,6.2,148,917.6,997.1
Dress,Cotton,6.5,150,975.0,1186.29
Dress,Denim,1.3,75,97.5,236.66
Dress,Denim,6.2,162,1004.4,1008.32
Dress,Denim,6.5,165,1072.5,1161.12
Dress,Nylon,1.2,35,42.0,185.23
Dress,Nylon,6.0,115,690.0,664.34
Dress,Nylon,6.2,118,731.6,854.39
Dress,Polyester,1.3,28,36.4,230.46
Dress,Polyester,6.2,108,669.6,623.88
Dress,Polyester,6.5,110,715.0,737.76
Dress,Silk,1.4,115,161.0,273.8
Dress,Silk,6.2,245,1519.0,1585.49
Dress,Silk,6.5,250,1625.0,1732.62
Dress,Wool,1.7,165,280.5,327.2
Dress,Wool,6.2,295,1829.0,1940.48
Dress,Wool,6.5,300,1950.0,1930.89
Shirt,Cotton,0.5,45,22.5,220.54
Shirt,Cotton,3.7,120,444.0,570.27
Shirt,Cotton,3.8,122,463.6,482.29
Shirt,Denim,0.7,72,50.4,135.12
Shirt,Denim,3.8,145,551.0,493.45
Shirt,Denim,3.9,148,577.2,717.01
Shirt,Nylon,0.5,32,16.0,149.17
Shirt,Nylon,3.4,88,299.2,394.51
Shirt,Nylon,3.5,90,315.0,457.85
Shirt,Polyester,0.6,32,19.2,50.0
Shirt,Polyester,3.6,85,306.0,407.61
Shirt,Polyester,3.7,88,325.6,312.65
Shirt,Silk,0.7,120,84.0,105.22
Shirt,Silk,3.6,208,748.8,779.64
Shirt,Silk,3.7,210,777.0,882.0
Shirt,Wool,0.8,155,124.0,145.11
Shirt,Wool,3.8,248,942.4,1027.48
Shirt,Wool,3.9,250,975.0,1124.34
Suit,Cotton,2.4,58,139.2,213.24
Suit,Cotton,6.7,140,938.0,864.76
Suit,Cotton,6.9,142,979.8,1203.84
Suit,Denim,2.6,78,202.8,394.06
Suit,Denim,6.9,152,1048.8,1021.28
Suit,Denim,7.1,155,1100.5,1195.55
Suit,Nylon,2.3,48,110.4,105.44
Suit,Nylon,6.3,105,661.5,769.38
Suit,Nylon,6.5,108,702.0,761.2
Suit,Polyester,2.2,45,99.0,142.31
Suit,Polyester,6.5,100,650.0,666.85
Suit,Polyester,6.7,102,683.4,733.29
Suit,Silk,2.9,135,391.5,353.36
Suit,Silk,7.1,225,1597.5,1635.72
Suit,Silk,7.3,230,1679.0,1709.93
Suit,Wool,2.7,172,464.4,459.38
Suit,Wool,7.1,265,1881.5,2039.97
Suit,Wool,7.3,270,1971.0,2177.24
Skirt,Cotton,1.0,52,52.0,126.22
Skirt,Cotton,4.2,118,495.6,555.67
Skirt,Cotton,4.4,120,528.0,665.71
Skirt,Denim,1.2,75,90.0,145.62
Skirt,Denim,4.4,140,616.0,719.73
Skirt,Denim,4.6,142,653.2,760.25
Skirt,Nylon,0.9,40,36.0,100.39
Skirt,Nylon,3.9,88,343.2,283.8
Skirt,Nylon,4.1,90,369.0,481.59
Skirt,Polyester,0.8,38,30.4,140.36
Skirt,Polyester,4.0,82,328.0,349.4
Skirt,Polyester,4.2,85,357.0,413.86
Skirt,Silk,1.3,125,162.5,319.07
Skirt,Silk,4.6,198,910.8,941.0
Skirt,Silk,4.8,200,960.0,1142.98
Skirt,Wool,1.2,165,198.0,471.4
Skirt,Wool,4.4,248,1091.2,1070.88
Skirt,Wool,4.6,250,1150.0,1129.78
Trousers,Cotton,0.8,48,38.4,165.33
Trousers,Cotton,3.8,118,448.4,570.85
Trousers,Cotton,4.0,120,480.0,482.58
Trousers,Denim,0.9,72,64.8,203.47
Trousers,Denim,3.9,140,546.0,510.98
Trousers,Denim,4.1,142,582.2,712.49
Trousers,Nylon,0.7,38,26.6,95.88
Trousers,Nylon,3.6,88,316.8,527.56
Trousers,Nylon,3.8,90,342.0,597.37
Trousers,Polyester,0.8,36,28.8,50.0
Trousers,Polyester,3.8,82,311.6,335.13
Trousers,Polyester,4.0,85,340.0,455.87
Trousers,Silk,1.0,122,122.0,138.78
Trousers,Silk,4.3,200,860.0,967.57
Trousers,Silk,4.5,205,922.5,961.42
Trousers,Wool,0.9,162,145.8,58.93
Trousers,Wool,4.2,245,1029.0,1095.96
Trousers,Wool,4.4,250,1100.0,1159.95
Jacket,Cotton,1.4,50,70.0,133.79
Jacket,Cotton,5.1,120,612.0,783.95
Jacket,Cotton,5.3,122,646.6,642.77
Jacket,Denim,1.5,72,108.0,242.37
Jacket,Denim,5.1,140,714.0,806.95
Jacket,Denim,5.3,142,752.6,784.49
Jacket,Nylon,1.2,45,54.0,203.65
Jacket,Nylon,4.8,95,456.0,536.66
Jacket,Nylon,5.0,98,490.0,570.06
Jacket,Polyester,1.3,42,54.6,184.67
Jacket,Polyester,4.9,92,450.8,503.8
Jacket,Polyester,5.1,95,484.5,466.3
Jacket,Silk,1.6,132,211.2,221.31
Jacket,Silk,5.3,205,1086.5,1115.21
Jacket,Silk,5.5,210,1155.0,1447.56
Jacket,Wool,1.5,172,258.0,405.93
Jacket,Wool,5.2,255,1326.0,1325.04
Jacket,Wool,5.4,260,1404.0,1328.2
Blouse,Cotton,0.4,42,16.8,86.17
Blouse,Cotton,3.0,108,324.0,476.3
Blouse,Cotton,3.2,110,352.0,442.42
Blouse,Denim,0.6,68,40.8,50.0
Blouse,Denim,3.2,135,432.0,480.53
Blouse,Denim,3.4,138,469.2,596.94
Blouse,Nylon,0.3,30,9.0,98.48
Blouse,Nylon,2.7,80,216.0,92.51
Blouse,Nylon,2.9,82,237.8,267.46
Blouse,Polyester,2.8,78,218.4,316.62
Blouse,Polyester,3.0,80,240.0,562.29
Blouse,Silk,0.5,118,59.0,127.73
Blouse,Silk,3.1,188,582.8,609.14
Blouse,Silk,3.3,192,633.6,745.17
Blouse,Wool,0.6,162,97.2,200.63
Blouse,Wool,3.2,225,720.0,790.7
Blouse,Wool,3.4,230,782.0,884.8
Hoodie,Cotton,1.1,60,66.0,295.2
Hoodie,Cotton,4.0,115,460.0,461.65
Hoodie,Cotton,4.2,118,495.6,629.34
Hoodie,Denim,1.3,80,104.0,141.09
Hoodie,Denim,4.1,140,574.0,723.92
Hoodie,Denim,4.3,142,610.6,561.27
Hoodie,Nylon,1.0,48,48.0,50.0
Hoodie,Nylon,3.8,88,334.4,388.13
Hoodie,Nylon,4.0,90,360.0,547.64
Hoodie,Polyester,1.1,42,46.2,146.51
Hoodie,Polyester,3.9,82,319.8,249.79
Hoodie,Polyester,4.1,85,348.5,421.65
Hoodie,Silk,1.4,138,193.2,200.65
Hoodie,Silk,4.3,195,838.5,774.52
Hoodie,Silk,4.5,200,900.0,920.62
Hoodie,Wool,1.5,185,277.5,339.22
Hoodie,Wool,4.4,245,1078.0,1354.14
Hoodie,Wool,4.6,250,1150.0,1280.67
Coat,Cotton,1.8,68,122.4,131.43
Coat,Cotton,5.0,115,575.0,568.38
Coat,Cotton,5.5,120,660.0,824.08
Coat,Denim,2.1,90,189.0,436.61
Coat,Denim,5.3,135,715.5,676.81
Coat,Denim,5.6,138,772.8,690.93
Coat,Nylon,1.6,52,83.2,338.4
Coat,Nylon,5.0,92,460.0,542.4
Coat,Nylon,5.2,95,494.0,517.47
Coat,Polyester,1.7,48,81.6,185.95
Coat,Polyester,5.1,88,448.8,326.89
Coat,Polyester,5.3,90,477.0,547.25
Coat,Silk,2.2,148,325.6,403.34
Coat,Silk,5.7,205,1168.5,1301.25
Coat,Silk,6.0,210,1260.0,1217.48
Coat,Wool,2.0,190,380.0,483.47
Coat,Wool,5.5,245,1347.5,1366.66
Coat,Wool,5.8,250,1450.0,1538.27
Jersey,Cotton,0.7,52,36.4,50.0
Jersey,Cotton,3.6,112,403.2,458.4
Jersey,Cotton,3.8,115,437.0,383.85
Jersey,Denim,0.9,80,72.0,226.14
Jersey,Denim,3.7,132,488.4,658.19
Jersey,Denim,3.9,135,526.5,601.79
Jersey,Nylon,0.6,40,24.0,96.89
Jersey,Nylon,3.3,82,270.6,247.28
Jersey,Nylon,3.5,85,297.5,369.88
Jersey,Polyester,0.7,38,26.6,134.81
Jersey,Polyester,3.4,80,272.0,536.79
Jersey,Polyester,3.6,82,295.2,247.28
Jersey,Silk,0.8,132,105.6,242.1
Jersey,Silk,3.6,190,684.0,791.23
Jersey,Silk,3.8,195,741.0,847.18
Jersey,Wool,1.0,172,172.0,327.72
Jersey,Wool,3.8,235,893.0,950.08
Jersey,Wool,4.0,240,960.0,1096.37
Shorts,Cotton,0.5,52,26.0,57.99
Shorts,Cotton,3.2,105,336.0,499.34
Shorts,Cotton,3.4,108,367.2,474.95
Shorts,Denim,0.7,78,54.6,109.38
Shorts,Denim,3.4,130,442.0,430.44
Shorts,Denim,3.6,132,475.2,574.88
Shorts,Nylon,0.4,38,15.2,50.0
Shorts,Nylon,2.9,80,232.0,255.21
Shorts,Nylon,3.1,82,254.2,457.59
Shorts,Polyester,0.5,36,18.0,79.49
Shorts,Polyester,3.0,75,225.0,323.77
Shorts,Polyester,3.2,78,249.6,293.98
Shorts,Silk,0.6,128,76.8,183.83
Shorts,Silk,3.1,182,564.2,417.63
Shorts,Silk,3.3,185,610.5,607.71
Shorts,Wool,0.8,172,137.6,231.55
Shorts,Wool,3.3,225,742.5,951.07
Shorts,Wool,3.5,230,805.0,789.88
Tracksuit,Cotton,1.6,65,104.0,50.0
Tracksuit,Cotton,4.9,115,563.5,669.27
Tracksuit,Cotton,5.1,118,601.8,620.85
Tracksuit,Denim,1.8,90,162.0,145.22
Tracksuit,Denim,5.1,135,688.5,695.38
Tracksuit,Denim,5.3,138,731.4,831.47
Tracksuit,Nylon,1.4,50,70.0,99.36
Tracksuit,Nylon,4.6,90,414.0,355.55
Tracksuit,Nylon,4.8,92,441.6,568.3
Tracksuit,Polyester,1.5,45,67.5,259.71
Tracksuit,Polyester,4.7,85,399.5,535.67
Tracksuit,Polyester,4.9,88,431.2,410.34
Tracksuit,Silk,1.8,142,255.6,337.39
Tracksuit,Silk,5.1,198,1009.8,1041.31
Tracksuit,Silk,5.3,202,1070.6,1161.79
Tracksuit,Wool,2.0,190,380.0,455.44
Tracksuit,Wool,5.3,242,1282.6,1263.19
Tracksuit,Wool,5.5,245,1347.5,1408.69
Dress,Cotton,1.3,42,54.6,207.11
Dress,Cotton,6.3,150,945.0,1154.87
Dress,Denim,1.2,72,86.4,160.57
Dress,Denim,6.3,165,1039.5,1195.05
Dress,Nylon,1.1,32,35.2,112.53
Dress,Nylon,6.1,118,719.8,911.24
Dress,Polyester,1.2,25,30.0,131.92
Dress,Polyester,6.3,110,693.0,739.02
Dress,Silk,1.3,112,145.6,313.51
Dress,Silk,6.3,245,1543.5,1705.17
Dress,Wool,1.6,162,259.2,266.76
Dress,Wool,6.3,295,1858.5,1896.31
Shirt,Cotton,0.5,42,21.0,129.38
Shirt,Cotton,3.6,118,424.8,577.76
Shirt,Denim,0.7,70,49.0,142.89
Shirt,Denim,3.7,142,525.4,625.89
Shirt,Nylon,0.5,30,15.0,174.29
Shirt,Nylon,3.4,88,299.2,487.07
Shirt,Polyester,0.6,30,18.0,120.39
Shirt,Polyester,3.6,85,306.0,480.04
Shirt,Silk,0.7,118,82.6,62.68
Shirt,Silk,3.5,205,717.5,779.53
Shirt,Wool,0.8,152,121.6,318.14
Shirt,Wool,3.7,248,917.6,977.14
Suit,Cotton,2.3,55,126.5,134.53
Suit,Cotton,6.6,140,924.0,905.79
Suit,Denim,2.5,75,187.5,137.27
Suit,Denim,6.8,150,1020.0,1053.78
Suit,Nylon,2.2,45,99.0,187.04
Suit,Nylon,6.4,105,672.0,641.92
Suit,Polyester,2.1,42,88.2,148.38
Suit,Polyester,6.4,98,627.2,794.29
Suit,Silk,2.8,132,369.6,365.09
Suit,Silk,6.8,220,1496.0,1664.66
Suit,Wool,2.6,170,442.0,502.55
Suit,Wool,6.8,260,1768.0,1869.78
Skirt,Cotton,1.0,50,50.0,109.35
Skirt,Cotton,4.1,118,483.8,578.29
Skirt,Denim,1.1,72,79.2,86.79
Skirt,Denim,4.3,140,602.0,744.19
Skirt,Nylon,0.8,38,30.4,72.37
Skirt,Nylon,3.8,88,334.4,429.15
Skirt,Polyester,0.7,36,25.2,50.0
Skirt,Polyester,3.9,82,319.8,343.25
Skirt,Silk,1.2,122,146.4,241.47
Skirt,Silk,4.4,195,858.0,880.43
Skirt,Wool,1.1,162,178.2,303.16
Skirt,Wool,4.2,245,1029.0,1010.83
Trousers,Cotton,0.7,45,31.5,184.51
Trousers,Cotton,3.7,118,436.6,403.58
Trousers,Denim,0.8,70,56.0,179.68
Trousers,Denim,3.8,140,532.0,630.21
Trousers,Nylon,0.6,36,21.6,50.0
Trousers,Nylon,3.5,88,308.0,427.92
Trousers,Polyester,0.7,35,24.5,161.16
Trousers,Polyester,3.7,82,303.4,331.73
Trousers,Silk,0.9,120,108.0,130.89
Trousers,Silk,4.1,198,811.8,707.68
Trousers,Wool,0.8,160,128.0,185.39
Trousers,Wool,4.0,242,968.0,939.91
Jacket,Cotton,1.3,48,62.4,127.6
Jacket,Cotton,5.0,120,600.0,616.12
Jacket,Denim,1.4,70,98.0,213.25
Jacket,Denim,5.0,140,700.0,707.21
Jacket,Nylon,1.1,42,46.2,110.34
Jacket,Nylon,4.7,95,446.5,543.73
Jacket,Polyester,1.2,40,48.0,183.29
Jacket,Polyester,4.8,92,441.6,554.46
Jacket,Silk,1.5,130,195.0,287.41
Jacket,Silk,5.2,205,1066.0,971.11
Jacket,Wool,1.4,170,238.0,400.11
Jacket,Wool,5.1,255,1300.5,1449.72
Blouse,Cotton,0.4,40,16.0,50.0
Blouse,Cotton,2.9,108,313.2,392.78
Blouse,Denim,0.5,65,32.5,141.53
Blouse,Denim,3.1,135,418.5,499.35
Blouse,Nylon,0.3,28,8.4,89.6
Blouse,Nylon,2.6,80,208.0,384.02
Blouse,Polyester,0.4,28,11.2,163.84
Blouse,Polyester,2.7,78,210.6,163.57
Blouse,Silk,0.5,115,57.5,145.45
Blouse,Silk,3.0,188,564.0,688.29
Blouse,Wool,0.6,160,96.0,162.19
Blouse,Wool,3.1,225,697.5,836.83
Dress,Cotton,1.2,40,48.0,255.86
Dress,Cotton,6.4,152,972.8,1163.06
Dress,Cotton,6.7,155,1038.5,1171.31
Dress,Denim,1.1,70,77.0,238.87
Dress,Denim,6.4,168,1075.2,1115.13
Dress,Denim,6.7,170,1139.0,1238.8
Dress,Nylon,1.0,32,32.0,66.48
Dress,Nylon,6.3,120,756.0,940.99
Dress,Nylon,6.5,122,793.0,794.23
Dress,Polyester,1.1,25,27.5,244.14
Dress,Polyester,6.4,112,716.8,860.52
Dress,Polyester,6.7,115,770.5,780.9
Dress,Silk,1.2,110,132.0,194.75
Dress,Silk,6.4,250,1600.0,1514.52
Dress,Silk,6.7,255,1708.5,1809.71
Dress,Wool,1.5,160,240.0,423.81
Dress,Wool,6.4,300,1920.0,1922.3
Dress,Wool,6.7,305,2043.5,2073.82
Shirt,Cotton,0.4,40,16.0,276.48
Shirt,Cotton,3.9,125,487.5,481.33
Shirt,Cotton,4.0,128,512.0,492.09
Shirt,Denim,0.6,68,40.8,251.62
Shirt,Denim,4.0,148,592.0,818.11
Shirt,Denim,4.1,150,615.0,703.28
Shirt,Nylon,0.4,30,12.0,199.33
Shirt,Nylon,3.6,90,324.0,497.24
Shirt,Nylon,3.7,92,340.4,348.37
Shirt,Polyester,0.5,30,15.0,50.0
Shirt,Polyester,3.8,88,334.4,470.29
Shirt,Polyester,3.9,90,351.0,558.16
Shirt,Silk,0.6,115,69.0,221.48
Shirt,Silk,3.8,212,805.6,852.2
Shirt,Silk,3.9,215,838.5,1065.46
Shirt,Wool,0.7,150,105.0,110.93
Shirt,Wool,4.0,252,1008.0,1027.71
Shirt,Wool,4.1,255,1045.5,1097.34
Suit,Cotton,2.2,52,114.4,292.69
Suit,Cotton,7.0,145,1015.0,1145.45
Suit,Cotton,7.2,148,1065.6,1168.91
Suit,Denim,2.4,75,180.0,292.96
Suit,Denim,7.2,155,1116.0,1176.28
Suit,Denim,7.4,158,1169.2,1299.32
Suit,Nylon,2.1,45,94.5,50.0
Suit,Nylon,6.6,108,712.8,801.42
Suit,Nylon,6.8,110,748.0,883.21
Suit,Polyester,2.0,42,84.0,69.14
Suit,Polyester,6.8,105,714.0,777.15
Suit,Polyester,7.0,108,756.0,855.57
Suit,Silk,2.7,130,351.0,528.48
Suit,Silk,7.4,230,1702.0,1887.71
Suit,Silk,7.6,235,1786.0,1864.85
Suit,Wool,2.5,168,420.0,446.62
Suit,Wool,7.4,270,1998.0,2020.42
Suit,Wool,7.6,275,2090.0,2138.91
Skirt,Cotton,0.9,48,43.2,169.92
Skirt,Cotton,4.3,120,516.0,531.77
Skirt,Cotton,4.5,122,549.0,533.67
Skirt,Denim,1.1,72,79.2,184.19
Skirt,Denim,4.5,142,639.0,709.51
Skirt,Denim,4.7,145,681.5,642.8
Skirt,Nylon,0.8,38,30.4,180.97
Skirt,Nylon,4.0,90,360.0,360.34
Skirt,Nylon,4.2,92,386.4,435.51
Skirt,Polyester,0.7,36,25.2,203.11
Skirt,Polyester,4.3,85,365.5,439.96
Skirt,Polyester,4.5,88,396.0,524.32
Skirt,Silk,1.2,122,146.4,153.43
Skirt,Silk,4.7,200,940.0,1041.17
Skirt,Silk,4.9,205,1004.5,1028.96
Skirt,Wool,1.1,162,178.2,179.86
Skirt,Wool,4.5,250,1125.0,1225.66
Skirt,Wool,4.7,255,1198.5,1146.63
Trousers,Cotton,0.7,45,31.5,79.43
Trousers,Cotton,4.0,120,480.0,568.5
Trousers,Cotton,4.2,122,512.4,548.07
Trousers,Denim,0.8,68,54.4,130.17
Trousers,Denim,4.1,142,582.2,678.54
Trousers,Denim,4.3,145,623.5,743.68
Trousers,Nylon,0.6,35,21.0,169.0
Trousers,Nylon,3.8,90,342.0,410.96
Trousers,Nylon,4.0,92,368.0,331.2
Trousers,Polyester,0.7,35,24.5,50.0
Trousers,Polyester,4.0,85,340.0,350.23
Trousers,Polyester,4.2,88,369.6,363.04
Trousers,Silk,0.9,118,106.2,92.09
Trousers,Silk,4.4,202,888.8,852.98
Trousers,Silk,4.6,205,943.0,1011.58
Trousers,Wool,0.8,158,126.4,226.09
Trousers,Wool,4.3,248,1066.4,1193.31
Trousers,Wool,4.5,252,1134.0,1161.93
Jacket,Cotton,1.2,45,54.0,50.0
Jacket,Cotton,5.4,125,675.0,706.06
Jacket,Cotton,5.6,128,716.8,797.43
Jacket,Denim,1.3,68,88.4,117.37
Jacket,Denim,5.4,145,783.0,914.25
Jacket,Denim,5.6,148,828.8,722.02
Jacket,Nylon,1.0,42,42.0,50.0
Jacket,Nylon,5.0,98,490.0,565.72
Jacket,Nylon,5.2,100,520.0,612.87
Jacket,Polyester,1.1,40,44.0,327.24
Jacket,Polyester,5.1,95,484.5,560.9
Jacket,Polyester,5.3,98,519.4,472.63
Jacket,Silk,1.4,128,179.2,267.0
Jacket,Silk,5.5,210,1155.0,1075.95
Jacket,Silk,5.7,215,1225.5,1323.42
Jacket,Wool,1.3,168,218.4,223.53
Jacket,Wool,5.4,260,1404.0,1562.08
Jacket,Wool,5.6,265,1484.0,1510.53
Blouse,Cotton,0.3,38,11.4,50.0
Blouse,Cotton,3.2,112,358.4,403.44
Blouse,Cotton,3.4,115,391.0,546.23
Blouse,Denim,0.5,62,31.0,115.76
Blouse,Denim,3.4,140,476.0,694.3
Blouse,Denim,3.6,142,511.2,676.64
Blouse,Nylon,0.2,25,5.0,150.38
Blouse,Nylon,2.8,82,229.6,302.43
Blouse,Nylon,3.0,85,255.0,375.72
Blouse,Polyester,0.3,25,7.5,50.0
Blouse,Polyester,2.9,80,232.0,244.95
Blouse,Polyester,3.1,82,254.2,352.98
Blouse,Silk,0.4,112,44.8,61.11
Blouse,Silk,3.2,190,608.0,536.95
Blouse,Silk,3.4,195,663.0,715.05
Blouse,Wool,0.5,158,79.0,229.61
Blouse,Wool,3.3,228,752.4,917.5
Blouse,Wool,3.5,232,812.0,873.32
Hoodie,Cotton,1.0,58,58.0,243.8
Hoodie,Cotton,4.2,118,495.6,499.94
Hoodie,Cotton,4.4,120,528.0,498.41
Hoodie,Denim,1.2,78,93.6,97.83
Hoodie,Denim,4.3,142,610.6,768.55
Hoodie,Denim,4.5,145,652.5,716.82
Hoodie,Nylon,0.9,45,40.5,95.13
Hoodie,Nylon,4.0,90,360.0,383.37
Hoodie,Nylon,4.2,92,386.4,587.1
Hoodie,Polyester,1.0,40,40.0,271.71
Hoodie,Polyester,4.1,85,348.5,592.95
Hoodie,Polyester,4.3,88,378.4,447.4
Hoodie,Silk,1.3,135,175.5,262.81
Hoodie,Silk,4.5,198,891.0,884.54
Hoodie,Silk,4.7,202,949.4,1090.86
Hoodie,Wool,1.4,182,254.8,257.67
Hoodie,Wool,4.6,248,1140.8,1184.16
Hoodie,Wool,4.8,252,1209.6,1242.79
Coat,Cotton,1.6,65,104.0,149.56
Coat,Cotton,5.2,118,613.6,633.41
Coat,Cotton,5.7,122,695.4,689.52
Coat,Denim,1.9,88,167.2,217.51
Coat,Denim,5.5,138,759.0,799.62
Coat,Denim,5.8,140,812.0,978.89
Coat,Nylon,1.4,50,70.0,69.62
Coat,Nylon,5.2,95,494.0,549.64
Coat,Nylon,5.4,98,529.2,648.12
Coat,Polyester,1.5,45,67.5,105.77
Coat,Polyester,5.3,90,477.0,487.82
Coat,Polyester,5.5,92,506.0,538.6
Coat,Silk,2.0,145,290.0,491.03
Coat,Silk,5.9,208,1227.2,1269.85
Coat,Silk,6.2,212,1314.4,1308.31
Coat,Wool,1.8,188,338.4,487.92
Coat,Wool,5.7,248,1413.6,1375.41
Coat,Wool,6.0,252,1512.0,1592.42
Jersey,Cotton,0.6,50,30.0,108.84
Jersey,Cotton,3.8,115,437.0,512.77
Jersey,Cotton,4.0,118,472.0,463.71
Jersey,Denim,0.8,78,62.4,98.48
Jersey,Denim,3.9,135,526.5,622.86
Jersey,Denim,4.1,138,565.8,763.55
Jersey,Nylon,0.5,38,19.0,60.9
Jersey,Nylon,3.5,85,297.5,374.09
Jersey,Nylon,3.7,88,325.6,228.1
Jersey,Polyester,0.6,36,21.6,89.48
Jersey,Polyester,3.6,82,295.2,391.86
Jersey,Polyester,3.8,85,323.0,301.35
Jersey,Silk,0.7,130,91.0,87.32
Jersey,Silk,3.8,192,729.6,736.2
Jersey,Silk,4.0,198,792.0,864.05
Jersey,Wool,0.9,170,153.0,171.86
Jersey,Wool,4.0,238,952.0,899.09
Jersey,Wool,4.2,242,1016.4,948.36
Shorts,Cotton,0.4,50,20.0,84.2
Shorts,Cotton,3.4,108,367.2,508.74
Shorts,Cotton,3.6,110,396.0,284.65
Shorts,Denim,0.6,75,45.0,116.29
Shorts,Denim,3.6,132,475.2,483.49
Shorts,Denim,3.8,135,513.0,687.77
Shorts,Nylon,0.3,35,10.5,50.0
Shorts,Nylon,3.1,82,254.2,345.1
Shorts,Nylon,3.3,85,280.5,402.16
Shorts,Polyester,0.4,35,14.0,50.0
Shorts,Polyester,3.2,78,249.6,398.57
Shorts,Polyester,3.4,80,272.0,394.26
Shorts,Silk,0.5,125,62.5,212.86
Shorts,Silk,3.3,185,610.5,930.8
Shorts,Silk,3.5,190,665.0,568.72
Shorts,Wool,0.7,170,119.0,275.16
Shorts,Wool,3.5,228,798.0,837.31
Shorts,Wool,3.7,232,858.4,935.08
Tracksuit,Cotton,1.4,62,86.8,129.37
Tracksuit,Cotton,5.1,118,601.8,646.78
Tracksuit,Cotton,5.3,120,636.0,658.0
Tracksuit,Denim,1.6,88,140.8,250.67
Tracksuit,Denim,5.3,138,731.4,660.9
Tracksuit,Denim,5.5,140,770.0,918.64
Tracksuit,Nylon,1.2,48,57.6,72.19
Tracksuit,Nylon,4.8,92,441.6,376.32
Tracksuit,Nylon,5.0,95,475.0,547.04
Tracksuit,Polyester,1.3,42,54.6,242.47
Tracksuit,Polyester,4.9,88,431.2,451.8
Tracksuit,Polyester,5.1,90,459.0,557.05
Tracksuit,Silk,1.6,140,224.0,212.84
Tracksuit,Silk,5.3,200,1060.0,1190.2
Tracksuit,Silk,5.5,205,1127.5,1265.23
Tracksuit,Wool,1.8,188,338.4,502.91
Tracksuit,Wool,5.5,245,1347.5,1411.25
Tracksuit,Wool,5.7,250,1425.0,1564.46
Dress,Cotton,1.1,38,41.8,121.2
Dress,Cotton,6.6,155,1023.0,1205.8
Dress,Denim,1.0,68,68.0,90.75
Dress,Denim,6.6,170,1122.0,1279.22
Dress,Nylon,0.9,30,27.0,118.31
Dress,Nylon,6.4,122,780.8,796.96
Dress,Polyester,1.0,22,22.0,123.92
Dress,Polyester,6.6,115,759.0,819.04
Dress,Silk,1.1,108,118.8,166.03
Dress,Silk,6.6,255,1683.0,1738.2
Dress,Wool,1.4,158,221.2,383.3
Dress,Wool,6.6,305,2013.0,2190.37
Shirt,Cotton,0.4,38,15.2,164.79
Shirt,Cotton,3.8,122,463.6,513.22
Shirt,Denim,0.5,65,32.5,65.39
Shirt,Denim,3.9,148,577.2,669.29
Shirt,Nylon,0.4,28,11.2,190.31
Shirt,Nylon,3.6,90,324.0,457.14
Shirt,Polyester,0.5,28,14.0,50.0
Shirt,Polyester,3.8,88,334.4,391.08
Shirt,Silk,0.6,112,67.2,50.0
Shirt,Silk,3.7,210,777.0,854.38
Shirt,Wool,0.7,148,103.6,283.81
Shirt,Wool,3.9,252,982.8,1030.59
Suit,Cotton,2.1,50,105.0,217.34
Suit,Cotton,6.9,145,1000.5,1031.12
Suit,Denim,2.3,72,165.6,286.06
Suit,Denim,7.1,155,1100.5,1097.89
Suit,Nylon,2.0,42,84.0,133.43
Suit,Nylon,6.7,110,737.0,604.27
Suit,Polyester,1.9,40,76.0,115.9
Suit,Polyester,6.7,105,703.5,623.45
Suit,Silk,2.6,128,332.8,470.81
Suit,Silk,7.1,225,1597.5,1775.17
Suit,Wool,2.4,165,396.0,530.22
Suit,Wool,7.1,265,1881.5,2031.29
Skirt,Cotton,0.9,46,41.4,50.0
Skirt,Cotton,4.2,120,504.0,735.87
Skirt,Denim,1.0,70,70.0,213.35
Skirt,Denim,4.4,142,624.8,704.95
